image_number,image_number,image,text,egyptian,Moroccan
919,919,2073964624_52da3a0fc4.jpg,امرأة ترتدي قبعة ورديّة تركب دراجة هوائية, ست لابسة قبعة وردي راكبة عربية,امرأة لابسة طاقية وردية كتركب دراجة
920,920,2074146683_7c83167aa1.jpg,امرأة في قبعة بيضاء تحمل المال وحقائبها, ست في قبعة بيضا شايلة فلوس وشنطها,امرأة لابسة طاقية بيضاء كتحمل الفلوس و الحقائب ديالها
921,921,2074244690_82e30ff44b.jpg,مجموعة من الناس تجمعوا ليلا لمشاهدة حدث, مجموعة من الناس متجمعين بالليل عشان يشوفوا حاجة,واحد جماعة ديال الناس تجمعو ليلا باش يشوفو واحد الحدث
922,922,2074764331_90a9962b52.jpg,جرو أسود يمضغ على رقبة الكلب البني, جرو اسود بيمضغ في رقبة الكلب البني,جرو أسود كياكل في رقبة كلب بني
923,923,2075041394_0b3ea1822d.jpg,كلب بني يطارد كلبًا أبيض, كلب بني بيطارد كلب ابيض,كلب بني كيطارد كلب أبيض
924,924,2075321027_c8fcbaf581.jpg,رجل يرتدي قبعة يركب دراجته على درب الاستجمام, راجل لابس قبعة راكب عربته في طريق للتمشية,راجل لابس طاقية كيركب دراجتو في درب الاستجمام
925,925,2075493556_b763648389.jpg,يتقدم ثلاثة أولاد يرتدون ملابس رياضية عادية أمام مبنى أزرق, تلاتة ولاد لابسين لبس رياضي عادي ماشيين قدام مبنى ازرق,ثلاثة ولاد لابسين لبسة رياضية عادية قدام واحد البناية زرقا
926,926,207584893_63e73c5c28.jpg,شخص في طائرة شراعية معلقة, واحد في طيارة شراعية معلقة,واحد شخص في طائرة شراعية معلقة
927,927,2076428547_738e0a132f.jpg,جانب المتجول عند السماء الزرقاء وسلسلة الجبال, جانب المتجول عند السما الزرقا وسلسلة الجبال,جانب ديال واحد المتجول عند السماء زرقا و سلسلة ديال الجبال
928,928,2076865206_53918c820c.jpg,رجل يلقي سنارة صيد, راجل بيرمي سنارة صيد,راجل كيرمي سنارة صيد
929,929,2076906555_c20dc082db.jpg,صبي يرتدي سترة جان ويده على صدره وهو يبتسم أمام الكاميرا, ولد لابس جاكيت جينز ويده على صدره وهو بيبتسم قدام الكاميرا,واحد ولد لابس سترة جان و يده على صدره و هو كيبسم قدام الكاميرا
930,930,2077079696_03380d218b.jpg,متجول يشق طريقه إلى أسفل, متجول بيمشي من فوق,متجول كيشق طريقه لتحت
931,931,207731022_988f6afb35.jpg,القوارب على الماء في يوم ضبابي, مراكب على المية في يوم ضبابي,القوارب على الماء في يوم ضبابي
932,932,2077346067_0a3a5aae65.jpg,رجل يأكل ويسير بعد علامة صفراء وحمراء, راجل بياكل وبيمشي بعد علامة صفرا وحمرا,راجل كياكل و كيمشي بعد علامة صفراء و حمرا
933,933,2078311270_f01c9eaf4c.jpg,امرأتان تعبران الشارع في يوم بارد, ستين بيعبروا الشارع في يوم بارد,جوج نساء كيعبروا الشارع في يوم بارد
934,934,2079110798_ad1370a646.jpg,صبي يجلس في المكتبة ويقرأ كتابًا, ولد قاعد في المكتبة بيقرأ كتاب,واحد ولد كيقعد في المكتبة و كيقرا كتاب
935,935,2079152458_40712c3b40.jpg,كلب لديه كرة التنس في فمه, كلب عنده كورة تنس في بقه,كلب عنده كرة التنس في فمه
936,936,207930963_af3a2f1784.jpg,مجموعة من الناس في معدات واقية, مجموعة من الناس في لبس حماية,واحد جماعة ديال الناس في معدات واقية
937,937,2079554580_f18d5c181b.jpg, كلب يركض عبر الغابة, كلب بيجري في الغابة,كلب كيجري عبر الغابة
938,938,2080033499_6be742f483.jpg,كلب بني يهرب من صاحبه, كلب بني بيجري من صاحبه,كلب بني كيهرب من صاحبه
939,939,2081141788_38fa84ce3c.jpg,ثلاثة أطفال يقفزون في الهواء في حمام سباحة في منتجع, تلاتة ولاد بيقفزوا في الهوا في حمام سباحة في منتجع,ثلاثة ولاد كيقفزو في الهواء في حمام سباحة في منتجع
940,940,2081446176_f97dc76951.jpg,رجل مع وشاح ومزلجة التزحلق, راجل مع وشاح ومركبة تزحلق,راجل مع وشاح و مزلجة التزحلق
941,941,2081615901_13092cac56.jpg,طفلان في ملابس متطابقة يتعلقان على سياج ربط السلسلة, اتنين ولاد لابسين لبس زي بعض متمسكين في سياج ربط,جوج ولاد في لبسة متشابهة كيتعلقو على سياج ربط السلسلة
942,942,2081679622_6f1442367d.jpg,صبي يرتدي بيجاما رمادية يقفز على الأريكة, ولد لابس بيجامة رمادي بيقفز على الكنبة,واحد ولد لابس بيجامة رمادية كيقفز فوق الأريكة
943,943,2082005167_a0d6a70020.jpg,كلب أسود يخطو على الجليد, كلب اسود بيمشي على الجليد,كلب أسود كيمشي على الجليد
944,944,2083434441_a93bc6306b.jpg,امرأة مسنة تركب دراجة على طول شارع المدينة, ست عجوزة راكبة عربية في شارع المدينة,امرأة مسنة كتركب دراجة على طول شارع المدينة
945,945,2083778090_3aecaa11cc.jpg,رجل يرتدي قبعة في عاصفة ثلجية, راجل لابس قبعة في عاصفة ثلج,راجل لابس طاقية في عاصفة ثلجية
946,946,2084103826_ffd76b1e3e.jpg,كلب أبيض وأسود يقفز في العشب, كلب ابيض واسود بيقفز في العشب,كلب أبيض و أسود كيقفز في العشب
947,947,2084157130_f288e492e4.jpg,اثنين من الكلاب يسابقان من خلال الميدان, اتنين كلاب بيجريوا في الملعب,جوج ديال الكلاب كيجريو في الميدان
948,948,2084217208_7bd9bc85e5.jpg,امرأة تركب دراجتها, ست راكبة عربيتها,امرأة كتركب دراجتها
949,949,2085078076_b9db242d21.jpg,طفل أسود شاب يقف على حافة جسم مائي بالقرب من الدلاء," ولد اسود صغير واقف على حافة مية جنب الدلاء 
"," واحد ولد أسود صغير كيقف على حافة جسم مائي قرب الدلاء 
"
950,950,2085255128_61224cc47f.jpg,طفل متوسط الحجم يقفز على ضفة مغبرة فوق جدول,ولد صغير واقف على ضفة ترابية فوق مجرى ماء,واحد صغير غادي يطيح من فوق الضفة اللي مسخونة
951,951,2085400856_ae09df33a7.jpg,كلب في الثلج,كلب في الثلج,كلاب في الثلج
952,952,2085403342_a17b0654fe.jpg,طفل في سترة حمراء براقة يمر بكومة من القش,ولد لابس جاكيت أحمر لامع بيمشي جنب كومة قش,واحد صغير لابس جاكيت حمرا غادي يمر من فوق القش
953,953,2085557551_7a88d01d4e.jpg,صبي يحمل أواني مطبخ,ولد شايل أواني المطبخ,واحد صغير غادي يحمل أواني المطبخ
954,954,2085726719_a57a75dbe5.jpg,اثنين من الفتيات المجمعة في معاطف الشتاء تستعد لصورة,بنتين لابسين معاطف شتا متجمعين عشان يصوروا,زوج بنات لابسين معاطف ديال الشتاء غادي يستعدو للصورة
955,955,2086513494_dbbcb583e7.jpg,فتاة في معطف أبيض تلتقط الصور,بنت لابسة معطف أبيض بتصور,بنت لابسة جاكيت أبيض غادية  تاخد الصور
956,956,2086532897_b8714f2237.jpg,رجل يجدف أسفل الشلال,راجل بيجدف تحت الشلال,واحد غادي يدوي في الماء اللي نازل
957,957,2086534745_1e4ab80078.jpg,رجل في قارب أصفر يتجول في المياه العميقة,راجل في قارب أصفر بيدور في المية العميقة,واحد غادي يجلس في قارب أصفر غادي يدور في البحر
958,958,2086678529_b3301c2d71.jpg,فتاة في ثوب,بنت لابسة فستان,بنت لابسة جلباب
959,959,2087317114_cf06df5aa5.jpg,رجل في قوارب الكاياك الصغيرة يعوم أسفل النهر,راجل في قارب صغير بيسبح تحت النهر,واحد غادي يجلس في قارب صغير غادي يدور في النهر
960,960,2087640654_1a84577a44.jpg,كلب أسود يحفر حفرة عميقة في الأرض وذيله في الهواء,كلب أسود بيحفر حفرة في الأرض وذيله في الهوا,كلاب سوداء غادية تحفر في الأرض وذيلها في الهواء
961,961,2088120475_d6318364f5.jpg,الناس يأخذون صورة في الثلج,ناس بيصوروا في الثلج,ناس غادية تاخذ صورة في الثلج
962,962,2088460083_42ee8a595a.jpg,يتم سحب عربة همر مقطوعة على سرير شاحنة,عربية همر مقطوعة بتتسحب على عربية نقل,واحد غادي يسحب سيارة همر مقطوعة على شاحنة
963,963,2088532947_c628e44c4a.jpg,الفتاتان جالساتان على العشب معا,البنتين قاعدين على العشب مع بعض,زوج بنات غادية يجلسو في العشب مع بعض
964,964,2088910854_c6f8d4f5f9.jpg,رجل كبير يرتدي عقال مع الهدال التابع له,راجل كبير لابس عقال مع الهدال بتاعه,واحد كبير لابس عقال مع الهدال ديالو
965,965,2089122314_40d5739aef.jpg,كلب يركض مع جريدة في فمه,كلب بيجري وماسك جريدة في بوقه,كلاب غادي يجري مع جريدة في فمه
966,966,2089350172_dc2cf9fcf6.jpg,ثلاثة من الكلاب السوداء تسبح في الماء البني الغامق ,تلاتة كلاب سود بيسبحوا في مية بنية غامقة,ثلاث كلاب سوداء غادية تسبح في الماء البني
967,967,2089426086_7acc98a3a8.jpg,فتاة ترتدي سترة وتقدم كعكة مع الشموع,بنت لابسة جاكيت وبتقدم تورتة عليها شموع,بنت لابسة جاكيت غادية تقدم كعكة مع الشموع
968,968,2089442007_6fc798548c.jpg,كلب بني يسير في الماء,كلب بني بيمشي في المية,كلاب بني غادي يجري في الماء
969,969,2089539651_9e518ec7de.jpg,أحد المتجولين بعصيان يقف على طريق مرتفع فوق تلة,واحد ماشي بالعصاية واقف على طريق مرتفع فوق تل,واحد غادي يمشي في طريق مرتفع
